Parcel Number,Property Class,Property Status,Inventory Type,Zoned As,Address1,County,City/Town,Longitude,Latitude,Sold Amount,Sold Date,Foreclosure Year,Property Condition,Program,Project,SBL
3.115E+25,Residential Improved,New,Land Bank,,316-18 Richmond Ave,Onondaga,Syracuse,-76.17156,43.05041,,,2015,Demolition Candidate,,unfunded,109.-04-37.0
3.115E+25,Residential Improved,New,Land Bank,,319 Westmoreland Ave,Onondaga,Syracuse,-76.1144,43.04764,,,2015,Demolition Candidate,,unfunded,037.-03-11.0
3.115E+25,Residential Improved,New,Land Bank,,135-37 Palmer Ave,Onondaga,Syracuse,-76.1621,43.0346,,,2015,Major Renovation Needed,,,093.-12-36.0
3.115E+25,Residential Vacant - Buildable,New,Land Bank,,234 Rockland Ave,Onondaga,Syracuse,-76.15789,43.02424,,,2015,,,,083.-10-17.0
3.115E+25,Residential Improved,Compliance Monitoring,Private,,262 Croly St,Onondaga,Syracuse,-76.11275,43.04587,14500,12/23/2015,2015,Major Renovation Needed,,,037.-07-11.0
3.115E+25,Residential Improved,Disposed,Private,,259 Fenway Dr,Onondaga,Syracuse,-76.11004,43.04647,449.33,3/18/2016,2015,Minor Renovation Needed,AG Grant,Confirmed for AG funded renovation,037.-10-32.0
3.115E+25,Residential Improved,New,Land Bank,,1456 State St S,Onondaga,Syracuse,-76.14666,43.03176,,,2015,Demolition Candidate,,unfunded,085.-11-07.0
3.115E+25,Residential Improved,New,Land Bank,,324 Seneca Tnpk E,Onondaga,Syracuse,-76.13779,43.00053,,,2015,Minor Renovation Needed,,,068.-03-04.0
3.115E+25,Residential Improved,New,Land Bank,,121 Wall St,Onondaga,Syracuse,-76.17341,43.0493,,,2015,Major Renovation Needed,,,109.-06-13.0
3.115E+25,Residential Improved,New,Land Bank,,640 Hiawatha Blvd E,Onondaga,Syracuse,-76.16145,43.0772,,,2015,Demolition Candidate,,unfunded,003.-02-05.0
3.115E+25,Residential Improved,New,Land Bank,,134 Nelson St,Onondaga,Syracuse,-76.17649,43.04593,,,2015,Demolition Candidate,,unfunded,099.-01-24.0
3.115E+25,Residential Improved,New,Land Bank,,1413-15 Midland Ave,Onondaga,Syracuse,-76.15077,43.02527,,,2015,Demolition Candidate,,unfunded,084.-25-27.0
3.115E+25,Residential Improved,New,Land Bank,,129 Wood Ave,Onondaga,Syracuse,-76.1479,43.02548,,,2015,Major Renovation Needed,,,084.-24-11.0
3.115E+25,Residential Vacant - Buildable,New,Land Bank,,1462 State St S,Onondaga,Syracuse,-76.1466,43.03162,,,2015,,,,085.-11-08.0
3.115E+25,Residential Vacant - Buildable,New,Land Bank,,311 Marguerite Ave,Onondaga,Syracuse,-76.15893,43.01975,,,2015,,,,078.-16-04.0
3.115E+25,Commercial Improved,New,Land Bank,,211-13 Cherry St,Onondaga,Syracuse,-76.12308,43.04763,,,2015,Minor Renovation Needed,,,047.-04-27.0
3.115E+25,Residential Improved,New,Land Bank,,5201 Salina St S & Warrington,Onondaga,Syracuse,-76.143268,42.994145,,,2015,,,,067.-16-34.0
3.115E+25,Residential Improved,Disposition in Process,Land Bank,,128 Geddes St N,Onondaga,Syracuse,-76.16998,43.04958,1,,2015,,,,105.-09-20.0
3.115E+25,Residential Improved,New,Land Bank,,216 Seward St,Onondaga,Syracuse,-76.14291,43.06006,,,,Major Renovation Needed,,,016.-07-05.0
3.115E+25,Residential Improved,New,,,1308 Geddes St S,Onondaga,Syracuse,,,,,,,,,092.-24-16.0
3.115E+25,Residential Improved,New,Land Bank,,244 Palmer Ave,Onondaga,Syracuse,-76.16268,43.03194,,,,Major Renovation Needed,,,086.-02-15.0
3.115E+25,Residential Improved,New,Land Bank,,1108 Hawley Ave & Fairview Ave,Onondaga,Syracuse,-76.12691,43.05551,,,,Major Renovation Needed,,,029.-13-03.0
3.115E+25,Residential Improved,New,Land Bank,,817 Onondaga Ave,Onondaga,Syracuse,-76.16108,43.02583,,,,Minor Renovation Needed,,,083.-08-17.0
3.115E+25,Residential Improved,New,Land Bank,,214 Colvin St E,Onondaga,Syracuse,-76.14264,43.02576,,,,Major Renovation Needed,,,077.-05-02.0
3.115E+25,Residential Improved,Compliance Monitoring,Private,,110 Eureka St,Onondaga,Syracuse,-76.17533,43.05411,11500,11/20/2015,2015,Major Renovation Needed,,,108.2-01-23.0
3.115E+25,Residential Improved,New,Land Bank,,117 Mcallister Ave,Onondaga,Syracuse,-76.1423,43.02266,,,,Major Renovation Needed,,,077.-11-13.0
3.115E+25,Residential Improved,New,Land Bank,,401-03 Ellis St,Onondaga,Syracuse,-76.1133,43.0472,,,,,,,037.-07-35.0
3.115E+25,Residential Improved,New,Land Bank,,304 Bishop Ave,Onondaga,Syracuse,-76.15834,43.01951,,,,Major Renovation Needed,,,078.-16-10.0
3.115E+25,Residential Improved,New,Land Bank,,1018 Colvin St W,Onondaga,Syracuse,-76.15613,43.0234,,,2015,Demolition Candidate,,unfunded,083.-11-27.0
3.115E+25,Residential Improved,New,Land Bank,,319 Shonnard St,Onondaga,Syracuse,-76.16537,43.04102,,,,Demolition Candidate,,unfunded,097.-05-16.0
3.115E+25,Residential Improved,New,Land Bank,,118 Davis St,Onondaga,Syracuse,-76.16885,43.03953,,,,Major Renovation Needed,,,097.-13-23.0
3.115E+25,Residential Improved,New,Land Bank,,418 Seymour St,Onondaga,Syracuse,-76.16518,43.04248,,,,Major Renovation Needed,,,097.-01-58.0
3.115E+25,Residential Vacant - Buildable,New,Land Bank,,326-28 Fitch St,Onondaga,Syracuse,-76.17474,43.03815,,,,Unimproved,Demolitions,Donor Funded Demo,092.-03-19.0
3.115E+25,Residential Vacant - Buildable,New,Land Bank,,224 Kellogg St,Onondaga,Syracuse,-76.16473,43.03866,,,2015,,,,097.-10-29.0
3.115E+25,Residential Improved,New,Land Bank,,169 Bissell St E,Onondaga,Syracuse,-76.157019,43.024868,,,2015,Major Renovation Needed,,,083.-07-12.0
3.115E+25,Residential Improved,New,Land Bank,,406 Cannon St,Onondaga,Syracuse,-76.14689,43.02206,,,2015,Demolition Candidate,,unfunded,077.-22-16.0
3.115E+25,Residential Improved,New,Land Bank,,129 Elmwood Ave,Onondaga,Syracuse,-76.16323,43.01754,,,2015,Major Renovation Needed,,,079.-19-11.1
3.115E+25,Residential Improved,New,Land Bank,,128 Delaware St,Onondaga,Syracuse,-76.16516,43.03607,,,2015,Major Renovation Needed,,,093.-01-30.0
3.115E+25,Residential Improved,Disposition in Process,Land Bank,,109 Elmhurst Ave,Onondaga,Syracuse,-76.15624,43.02067,14400,,2015,Minor Renovation Needed,,,078.-12-18.0
3.115E+25,Residential Improved,New,Land Bank,,940 Lafayette Ave W,Onondaga,Syracuse,-76.15949,43.01838,,,2015,Demolition Candidate,,unfunded,078.-15-24.0
3.115E+25,Residential Vacant - Nonbuildable,New,Land Bank,,119 Washington Sq,Onondaga,Syracuse,-76.16221,43.06948,,,2015,,,,002.-16-07.0
3.115E+25,Residential Improved,New,Land Bank,,119 Richardson Ave,Onondaga,Syracuse,-76.1525,43.01806,,,2015,Minor Renovation Needed,,,075.-06-71.0
3.115E+25,Residential Improved,New,Land Bank,,552-54 Delaware St,Onondaga,Syracuse,-76.17084,43.03853,,,2015,Minor Renovation Needed,,,092.-06-33.0
3.115E+25,Residential Improved,New,Land Bank,,159-61 Holland St,Onondaga,Syracuse,-76.16181,43.03878,,,2015,Major Renovation Needed,,,093.-02-12.0
3.115E+25,Residential Improved,New,Land Bank,,404 Merriman Ave,Onondaga,Syracuse,-76.1705,43.04036,,,2015,Major Renovation Needed,,,097.-16-51.0
3.115E+25,Residential Improved,New,Land Bank,,143 Baker Ave,Onondaga,Syracuse,-76.1438,43.03024,,,2015,Major Renovation Needed,,,084.-05-18.0
3.115E+25,Residential Improved,New,Land Bank,,264-66 Holland St,Onondaga,Syracuse,-76.16419,43.03776,,,2015,Demolition Candidate,,unfunded,097.-09-31.0
3.115E+25,Residential Improved,New,Land Bank,,315 Kellogg St,Onondaga,Syracuse,-76.1661,43.03687,,,2015,Minor Renovation Needed,,,092.-10-04.0
3.115E+25,Residential Vacant - Buildable,New,Land Bank,,407 Merriman Ave,Onondaga,Syracuse,-76.17064,43.03981,,,2015,,,,097.-14-08.0
3.115E+25,Residential Vacant - Nonbuildable,New,Land Bank,,1429 Midland Ave,Onondaga,Syracuse,-76.15073,43.02488,,,2015,,,,084.-25-24.0
3.115E+25,Residential Improved,Compliance Monitoring,Private,,290 Coleridge Ave,Onondaga,Syracuse,-76.18359,43.04393,55000,2/18/2016,2015,Major Renovation Needed,,,110.-19-50.0
3.115E+25,Residential Improved,New,Land Bank,,529 Columbus Ave,Onondaga,Syracuse,-76.12036,43.04314,,,2015,Major Renovation Needed,,,047.-08-32.0
3.115E+25,Residential Improved,New,Land Bank,,1000 Colvin St W & Hunt Ave,Onondaga,Syracuse,-76.15561,43.02318,,,2015,Demolition Candidate,,unfunded,083.-11-24.0
3.115E+25,Residential Improved,New,Land Bank,,116-18 Delaware St,Onondaga,Syracuse,-76.16485,43.03592,,,2015,Demolition Candidate,,unfunded,093.-01-28.0
3.115E+25,Residential Improved,Compliance Monitoring,Private,,409-11 Ellis St,Onondaga,Syracuse,-76.11328,43.04692,8450,2/19/2016,2015,Major Renovation Needed,,,037.-07-33.0
3.115E+25,Residential Improved,New,Land Bank,,125 Elmhurst Ave,Onondaga,Syracuse,-76.15725,43.02064,,,2015,Major Renovation Needed,,,078.-12-11.0
3.115E+25,Residential Vacant - Nonbuildable,New,Land Bank,,130 Elmhurst Ave,Onondaga,Syracuse,-76.15745,43.02114,,,2015,,,,078.-02-28.0
3.115E+25,Residential Improved,New,Land Bank,,123 Elmwood Ave,Onondaga,Syracuse,-76.1629,43.01763,,,2015,Demolition Candidate,,unfunded,079.-19-13.0
3.115E+25,Residential Improved,New,Land Bank,,321-23 Garfield Ave,Onondaga,Syracuse,-76.14167,43.02789,,,2015,Major Renovation Needed,,,084.-13-05.0
3.115E+25,Residential Vacant - Buildable,New,Land Bank,,111 Griffin St,Onondaga,Syracuse,-76.16,43.01398,,,2015,,,,075.-20-07.0
3.115E+25,Residential Improved,New,Land Bank,,218 Hunt Ave,Onondaga,Syracuse,-76.15605,43.02197,,,2015,Minor Renovation Needed,,,078.-03-15.0
3.115E+25,Commercial Improved,New,Land Bank,,321 Kirkpatrick St & Alvord S,Onondaga,Syracuse,-76.15572,43.06603,,,2015,Demolition Candidate,,unfunded,007.-19-07.0
3.115E+25,Residential Improved,New,Land Bank,,227-29 Merriman Ave,Onondaga,Syracuse,-76.16642,43.0401,,,2015,Demolition Candidate,,unfunded,097.-12-05.0
3.115E+25,Residential Improved,New,Land Bank,,1806 Midland Ave & Warner Ave,Onondaga,Syracuse,-76.15003,43.02197,,,2015,Major Renovation Needed,,,078.-08-07.0
3.115E+25,Residential Improved,New,Land Bank,,545-47 Oakwood Ave,Onondaga,Syracuse,-76.14423,43.03274,,,2015,Demolition Candidate,,unfunded,085.-09-27.0
3.115E+25,Residential Improved,New,Land Bank,,102 Randall Ave,Onondaga,Syracuse,-76.15706,43.02277,,,2015,Major Renovation Needed,,,078.-02-09.0
3.115E+25,Residential Improved,New,Land Bank,,108 Randall Ave,Onondaga,Syracuse,-76.15725,43.02257,,,2015,Major Renovation Needed,,,078.-02-11.0
3.115E+25,Residential Improved,New,Land Bank,,116 Randall Ave,Onondaga,Syracuse,-76.15725,43.02221,,,2015,Major Renovation Needed,,,078.-02-15.0
3.115E+25,Residential Vacant,Disposed,Private,,528 Rich St,Onondaga,Syracuse,-76.16034,43.02901,151,11/12/2015,2015,,,,086.-19-07.0
3.115E+25,Residential Improved,New,Land Bank,,108 Rockland Ave,Onondaga,Syracuse,-76.15596,43.02421,,,2015,Minor Renovation Needed,,,083.-07-04.0
3.115E+25,Residential Improved,New,Land Bank,,214 Shonnard St,Onondaga,Syracuse,-76.16144,43.04175,,,2015,Demolition Candidate,,unfunded,097.-03-26.0
3.115E+25,Residential Improved,New,Land Bank,,1512 State St S,Onondaga,Syracuse,-76.14624,43.03036,,,2015,Minor Renovation Needed,,,084.-03-07.0
3.115E+25,Residential Improved,New,Land Bank,,2107 State St S,Onondaga,Syracuse,-76.14247,43.02477,,,2015,Major Renovation Needed,,,077.-08-27.0
3.115E+25,Residential Improved,New,Land Bank,,1119 Butternut St,Onondaga,Syracuse,-76.14384,43.06616,,,,,,,009.-21-29.0
3.115E+25,Commercial Vacant,New,Land Bank,,1227 Butternut St,Onondaga,Syracuse,-76.14369,43.06791,,,,,,,010.-27-08.0
3.115E+25,Residential Improved,New,Land Bank,,234 Hunt Ave,Onondaga,Syracuse,-76.15605,43.02135,,,,,,,078.-03-19.0
3.115E+25,Residential Improved,Compliance Monitoring,Private,,112 Lawrence St,Onondaga,Syracuse,,,5000,10/23/2015,2014,,,,
3.115E+25,Residential Vacant - Buildable,New,Land Bank,,508 Marquette St,Onondaga,Syracuse,-76.16851,43.05638,,,2015,,,,107.-07-12.0
3.115E+25,Residential Improved,New,Land Bank,,101 Sabine St,Onondaga,Syracuse,-76.16533,43.04003,,,2015,Demolition Candidate,,unfunded,097.-11-11.0
3.115E+25,Residential Improved,New,Land Bank,,100 Davis St,Onondaga,Syracuse,-76.167556,43.039424,,,2015,Major Renovation Needed,,,097.-12-13.0
3.115E+25,Residential Improved,New,Land Bank,,213 Massena St,Onondaga,Syracuse,-76.16704,43.0398,,,2015,Major Renovation Needed,,,097.-12-16.0
3.115E+25,Residential Improved,New,Land Bank,,314 Shonnard St,Onondaga,Syracuse,-76.16532,43.04157,,,2015,Demolition Candidate,,unfunded,097.-04-53.0
3.115E+25,Residential Improved,New,Land Bank,,108 Fitch St,Onondaga,Syracuse,-76.16622,43.03532,,,2015,Major Renovation Needed,,,092.-11-22.0
3.115E+25,Residential Improved,New,Land Bank,,210 Alvord St S,Onondaga,Syracuse,-76.14336,43.06136,,,2015,Demolition Candidate,,unfunded,016.-03-25.0
3.115E+25,Residential Improved,New,Land Bank,,120 Davis St,Onondaga,Syracuse,-76.169,43.03952,,,2015,Demolition Candidate,,unfunded,097.-13-24.0
3.115E+25,Commercial Vacant,New,Land Bank,,609 Geddes St S,Onondaga,Syracuse,-76.17139,43.04164,,,2015,,,,097.-04-85.0
3.115E+25,Residential Vacant - Nonbuildable,New,Land Bank,,557 Seymour St,Onondaga,Syracuse,-76.17112,43.04166,,,2015,,,,097.-04-01.0
3.115E+25,Residential Improved,New,Land Bank,,409 North Ave,Onondaga,Syracuse,-76.11411,43.07325,,,2015,Minor Renovation Needed,,,022.-05-02.0
3.115E+25,Residential Improved,New,Land Bank,,206 Marguerite Ave,Onondaga,Syracuse,-76.15622,43.02029,,,2015,Major Renovation Needed,,,078.-12-22.0
3.115E+25,Commercial Improved,New,Land Bank,,112-14 Burt St & Montgomery St,Onondaga,Syracuse,-76.14888,43.03798,,,2015,Major Renovation Needed,,,094.-19-02.0
3.115E+25,Residential Improved,New,Land Bank,,307 Oak St,Onondaga,Syracuse,-76.13372,43.05661,,,2015,Demolition Candidate,,unfunded,018.-03-43.0
3.115E+25,Residential Improved,New,Land Bank,,217 Davis St,Onondaga,Syracuse,-76.17111,43.03888,,,2015,Demolition Candidate,,unfunded,092.-06-04.0
3.115E+25,Commercial Improved,Disposition in Process,Land Bank,,1720-22 Erie Blvd E,Onondaga,Syracuse,-76.119746,43.049523,65000,,2015,Minor Renovation Needed,,,031.-10-04.0
3.115E+25,Residential Improved,New,Land Bank,,114 Holland St,Onondaga,Syracuse,-76.16109,43.04001,,,2015,Major Renovation Needed,,,097.-08-18.1
3.115E+25,Residential Improved,New,Land Bank,,214-16 Hunt Ave,Onondaga,Syracuse,-76.15604,43.02218,,,2015,Demolition Candidate,,unfunded,078.-03-13.0
3.115E+25,Residential Improved,New,Land Bank,,236 Shonnard St,Onondaga,Syracuse,-76.16286,43.04168,,,2015,Major Renovation Needed,,,097.-03-33.0
3.115E+25,Residential Improved,New,Land Bank,,433 Shonnard St,Onondaga,Syracuse,-76.16876,43.04086,,,2015,Minor Renovation Needed,,,097.-16-20.0
3.115E+25,Commercial Improved,New,Land Bank,,1525 South Ave,Onondaga,Syracuse,-76.15891,43.02255,,,2015,Demolition Candidate,,unfunded,078.-01-33.1
3.115E+25,Residential Improved,New,Land Bank,,207 Wall St,Onondaga,Syracuse,-76.17335,43.05058,,,2015,Minor Renovation Needed,,,109.-03-12.0
3.115E+25,Residential Improved,New,Land Bank,,130 Elmwood Ave,Onondaga,Syracuse,-76.16375,43.01797,,,2015,Demolition Candidate,,unfunded,079.-22-45.0
3.115E+25,Residential Improved,New,Land Bank,,338 Webster Ave,Onondaga,Syracuse,-76.1455,43.02143,,,2015,Demolition Candidate,,unfunded,077.-19-13.0
3.115E+25,Residential Improved,New,Land Bank,,135 Annetta St,Onondaga,Syracuse,-76.16406,43.02184,,,2015,Major Renovation Needed,,,079.-08-07.0
3.115E+25,Residential Improved,Disposition in Process,Land Bank,,610 Bear St,Onondaga,Syracuse,-76.15861,43.07252,,,,Major Renovation Needed,,,002.-21-02.0
3.115E+25,Residential Improved,New,Land Bank,,112 Delaware St,Onondaga,Syracuse,-76.16477,43.03579,,,2015,Minor Renovation Needed,,,093.-01-27.0
3.115E+25,Residential Improved,Disposition in Process,Land Bank,,2520 Salina St S & Warner Ave,Onondaga,Syracuse,-76.144187,43.022633,,,,Major Renovation Needed,,,077.-03-17.0
3.115E+25,Residential Vacant - Buildable,New,Land Bank,,220 Davis St,Onondaga,Syracuse,-76.17135,43.03941,,,,,,,097.-14-22.0
3.115E+25,Residential Vacant - Nonbuildable,New,Land Bank,,107 Princeton Ave,Onondaga,Syracuse,-76.167471,43.012392,,,,,,,074.-12-14.0
3.115E+25,Residential Improved,New,Land Bank,,106 Elmwood Ave,Onondaga,Syracuse,-76.16226,43.01875,,,,,,,079.-18-06.0
3.115E+25,Residential Improved,New,Land Bank,,203 Fitch St,Onondaga,Syracuse,-76.16978,43.03617,,,,,,,092.-04-25.0
3.115E+25,Residential Improved,New,Land Bank,,259 Hudson St & Sterling Ave,Onondaga,Syracuse,-76.159755,43.031956,,,2015,Demolition Candidate,,unfunded,086.-05-17.0
3.115E+25,Residential Improved,New,Land Bank,,144-46 Forest Ave,Onondaga,Syracuse,-76.14794,43.02145,,,,Demolition Candidate,,unfunded,077.-22-29.0
3.115E+25,Residential Improved,New,Land Bank,,122-24 Nelson St,Onondaga,Syracuse,-76.17693,43.04638,,,,Demolition Candidate,,unfunded,099.-01-20.0
3.115E+25,Residential Improved,New,Land Bank,,603 Second North St,Onondaga,Syracuse,-76.15999,43.075,,,,Demolition Candidate,,unfunded,003.-13-15.0
3.115E+25,Residential Improved,Disposition in Process,Land Bank,,249 Midler Ave S,Onondaga,Syracuse,-76.1044,43.06497,29900,,,Minor Renovation Needed,,,024.-26-26.0
3.115E+25,Residential Improved,New,Land Bank,,118 Garfield Pl,Onondaga,Syracuse,-76.14112,43.0274,,,2015,Demolition Candidate,,unfunded,084.-14-02.0
3.115E+25,Residential Improved,New,Land Bank,,160-62 Hudson St,Onondaga,Syracuse,-76.16044,43.03421,,,2015,Major Renovation Needed,,,093.-11-20.0
3.115E+25,Residential Improved,New,Land Bank,,212 Wall St,Onondaga,Syracuse,-76.17264,43.05074,,,2015,Demolition Candidate,,unfunded,109.-04-51.0
3.115E+25,Residential Improved,Compliance Monitoring,Private,,1100-02 Colvin St W,Onondaga,Syracuse,-76.15708,43.02339,28400,3/1/2016,2015,Major Renovation Needed,,,083.-11-33.0
3.115E+25,Residential Improved,New,Land Bank,,2126-28 South Ave,Onondaga,Syracuse,-76.16353,43.01642,,,2015,Demolition Candidate,,unfunded,079.-20-18.0
3.115E+25,Residential Vacant - Nonbuildable,New,Land Bank,,467 Shonnard St,Onondaga,Syracuse,-76.17086,43.04074,,,,,,,097.-16-04.0
3.115E+25,Residential Improved,New,Land Bank,,146 Lakeview Ave,Onondaga,Syracuse,-76.17597,43.0497,,,2015,Minor Renovation Needed,,,109.-07-33.0
3.115E+25,Residential Vacant - Buildable,New,Land Bank,,312 Rowland St,Onondaga,Syracuse,-76.1752,43.03612,,,,,,,092.-26-25.0
3.115E+25,Residential Improved,New,Land Bank,,535 Oakwood Ave,Onondaga,Syracuse,-76.14433,43.03301,,,,,,,085.-09-29.0
3.115E+25,Residential Improved,Disposition in Process,Land Bank,,203 Lowell Ave N & Ulster St,Onondaga,Syracuse,-76.183311,43.049227,40000,,,Major Renovation Needed,,,111.-33-11.0
3.115E+25,Residential Improved,New,Land Bank,,118 Fairfield Ave,Onondaga,Syracuse,-76.16409,43.01718,,,2015,Demolition Candidate,,unfunded,079.-19-43.0
3.115E+25,Residential Improved,New,Land Bank,,608 Bear St,Onondaga,Syracuse,-76.1587,43.0724,,,2015,Minor Renovation Needed,,,002.-21-01.0
3.115E+25,Residential Improved,New,Land Bank,,105 Sabine St,Onondaga,Syracuse,-76.16556,43.03984,,,,,,,097.-11-09.0
3.115E+25,Residential Improved,New,Land Bank,,112-14 Bishop Ave,Onondaga,Syracuse,-76.15829,43.02274,,,2015,Major Renovation Needed,,,078.-01-03.0
3.115E+25,Residential Improved,New,Land Bank,,2108 South Ave & Fairfield Ave,Onondaga,Syracuse,-76.163056,43.01685,,,2015,Demolition Candidate,,unfunded,079.-20-14.0
3.115E+25,Industrial Vacant,New,Land Bank,,629 Oneida St,Onondaga,Syracuse,-76.1526,43.03706,,,,,,,094.-04-13.0
3.115E+25,Residential Improved,New,Land Bank,,413 Division St E,Onondaga,Syracuse,-76.15149,43.06152,,,,Demolition Candidate,,unfunded,008.-04-17.0
3.115E+25,Commercial Improved,New,Land Bank,,808 Butternut St,Onondaga,Syracuse,-76.14417,43.06182,,,,,,,016.-03-03.0
3.115E+25,Residential Improved,New,Land Bank,,538 Delaware St,Onondaga,Syracuse,-76.17052,43.03821,,,2015,Demolition Candidate,,unfunded,092.-06-30.0
3.115E+25,Residential Improved,New,Land Bank,,2248 South Ave & Lynch Ave,Onondaga,Syracuse,-76.164768,43.014954,,,,Demolition Candidate,,unfunded,074.-06-14.0
3.115E+25,Residential Improved,New,Land Bank,,136 Maurice Ave & Barnes Ave,Onondaga,Syracuse,-76.160559,43.012614,,,,Demolition Candidate,,unfunded,073.-27-01.0
3.115E+25,Residential Improved,New,Land Bank,,107-09 Rockland Ave,Onondaga,Syracuse,-76.1559,43.02381,,,,Major Renovation Needed,,,083.-11-21.0
3.115E+25,Residential Vacant - Nonbuildable,New,Land Bank,,105 Lawrence St,Onondaga,Syracuse,-76.15013,43.06885,,,,,,,007.-25-24.0
3.115E+25,Residential Improved,New,Land Bank,,613 Catherine St,Onondaga,Syracuse,-76.14534,43.05699,,,,Demolition Candidate,,unfunded,017.-07-22.0
3.115E+25,Residential Improved,New,Land Bank,,248-50 Rockland Ave,Onondaga,Syracuse,-76.15839,43.02423,,,2015,Major Renovation Needed,,,083.-10-20.0
3.115E+25,Residential Improved,New,Land Bank,,316-18 Holland St,Onondaga,Syracuse,-76.16522,43.037,,,2015,Demolition Candidate,,unfunded,092.-10-16.0
3.115E+25,Residential Improved,New,Land Bank,,307 Merriman Ave,Onondaga,Syracuse,-76.16815,43.03993,,,2015,Demolition Candidate,,unfunded,097.-13-09.0
3.115E+25,Residential Improved,New,Land Bank,,413 Seymour St,Onondaga,Syracuse,,,,,2015,,,,097.-04-40.0
3.115E+25,Residential Improved,New,,,129-31 Brighton Ave E,Onondaga,Syracuse,,,,,,,,,077.-15-14.0
3.115E+25,Residential Improved,New,,,109 Mcallister Ave,Onondaga,Syracuse,,,,,,,,,077.-11-17.0
3.115E+25,Residential Improved,New,Land Bank,,232 Merriman Ave,Onondaga,Syracuse,-76.16684,43.04053,,,2015,Major Renovation Needed,,,097.-05-42.0
3.115E+25,Residential Improved,New,,,410 Hiawatha Blvd E,Onondaga,Syracuse,,,,,,,,,002.-06-02.0
3.115E+25,Residential Improved,New,Land Bank,,100-02 Barrett St,Onondaga,Syracuse,-76.17013,43.04051,,,,Demolition Candidate,,unfunded,097.-16-48.0
3.115E+25,Residential Improved,New,Land Bank,,146 Bissell St E,Onondaga,Syracuse,-76.157556,43.025136,,,,,,,083.-10-05.0
3.115E+25,Residential Improved,New,Land Bank,,250 Webster Ave,Onondaga,Syracuse,-76.14581,43.02295,,,,Demolition Candidate,,unfunded,077.-02-24.0
3.115E+25,Residential Improved,Disposition in Process,Land Bank,,222 Richmond Ave,Onondaga,Syracuse,-76.16906,43.05036,,,,Major Renovation Needed,,,105.-08-38.0
3.115E+25,Residential Improved,New,,,310 Beattie St,Onondaga,Syracuse,,,,,,,,,036.-04-19.0
3.115E+25,Residential Improved,New,Land Bank,,609 Beech St S,Onondaga,Syracuse,-76.12267,43.04344,,,2015,Major Renovation Needed,,,047.-13-26.0
3.115E+25,Residential Improved,New,Land Bank,,608 Avery Ave,Onondaga,Syracuse,-76.19348,43.05118,,,2016,Major Renovation Needed,,,111.-02-20.0
3.115E+25,Residential Improved,New,Land Bank,,931 Kirkpatrick St,Onondaga,Syracuse,-76.15073,43.07352,,,2015,Minor Renovation Needed,,,006.-15-22.0
3.115E+25,Residential Improved,New,Land Bank,,437 Shonnard St,Onondaga,Syracuse,-76.16901,43.04082,,,,Minor Renovation Needed,,,097.-16-18.0
3.115E+25,Residential Improved,New,Land Bank,,161 Berger Ave,Onondaga,Syracuse,-76.15387,43.01486,,,,Demolition Candidate,,unfunded,075.-13-39.0
3.115E+25,Residential Improved,New,Land Bank,,247 Fitch St,Onondaga,Syracuse,-76.17225,43.03742,,,,Demolition Candidate,,unfunded,092.-04-07.0
3.115E+25,Residential Improved,New,Land Bank,,319 Putnam St,Onondaga,Syracuse,-76.17308,43.0368,,,,Unimproved,,,092.-17-01.0
3.115E+25,Residential Improved,New,Land Bank,,163 Bissell St E,Onondaga,Syracuse,-76.15708,43.02493,,,,,,,083.-07-14.0
3.115E+25,Residential Improved,New,Land Bank,,214 Putnam St,Onondaga,Syracuse,-76.1705,43.03609,,,,Demolition Candidate,,unfunded,092.-04-36.0
3.115E+25,Residential Improved,New,Land Bank,,139 Elmwood Ave,Onondaga,Syracuse,-76.16412,43.01751,,,,Demolition Candidate,,unfunded,079.-19-06.0
3.115E+25,Residential Improved,New,Land Bank,,220 Oakley Dr,Onondaga,Syracuse,-76.1391,42.98694,,,,Major Renovation Needed,,,064.-13-04.0
3.115E+25,Residential Improved,New,,,114 Victoria Pl,Onondaga,Syracuse,,,,,,,,,045.-17-08.0
3.115E+25,Residential Improved,New,Land Bank,,124 Davis St,Onondaga,Syracuse,-76.16929,43.03951,,,,,,,097.-13-26.0
3.115E+25,Residential Improved,New,Land Bank,,839 Lemoyne Ave & Grant Blvd,Onondaga,Syracuse,-76.158818,43.076256,,,,Major Renovation Needed,,,003.-12-10.0
3.115E+25,Residential Improved,New,Land Bank,,311 Rich St,Onondaga,Syracuse,-76.16087,43.0329,,,,Major Renovation Needed,,,086.-04-29.0
3.115E+25,Residential Improved,New,,,1122 Euclid Ave & Westmoreland,Onondaga,Syracuse,,,,,,,,,053.-04-05.0
3.115E+25,Residential Improved,New,Land Bank,,305 Marguerite Ave,Onondaga,Syracuse,-76.15849,43.01976,,,,Demolition Candidate,,unfunded,078.-16-07.0
3.115E+25,Residential Improved,New,Land Bank,,412 Shonnard St,Onondaga,Syracuse,-76.16756,43.04146,,,2015,Major Renovation Needed,,,097.-04-66.0
3.115E+25,Residential Improved,New,Land Bank,,576 Delaware St,Onondaga,Syracuse,-76.172042,43.038902,,,,,,,092.-06-38.1
3.115E+25,Residential Improved,New,Land Bank,,812 Alvord St N,Onondaga,Syracuse,-76.15636,43.06671,,,,Demolition Candidate,,unfunded,007.-20-26.0
