Parcel Number,Property Class,Property Status,Inventory Type,Zoned As,Address1,County,City/Town,Longitude,Latitude,Sold Amount,Sold Date,Foreclosure Year,Property Condition,Program,Project,SBL
3.115E+25,Residential Improved,Disposed,Private,,157 Maplewood Ave,Onondaga,Syracuse,-76.141729,42.988371,2154.63,6/6/2014,2013,Minor Renovation Needed,AG Grant,Confirmed for AG funded renovation,064.-10-22.0
3.115E+25,Residential Improved,Disposed,Private,,3644 Midland Ave,Onondaga,Syracuse,-76.147539,43.004044,2500,1/2/2015,2013,Major Renovation Needed,AG Grant,Confirmed for AG funded renovation,070.-08-15.0
3.115E+25,Residential Improved,Disposed,Private,,523 Mountainview Ave,Onondaga,Syracuse,-76.094139,43.051262,55000,6/5/2014,2013,Minor Renovation Needed,,,034.-08-04.0
3.115E+25,Residential Improved,Disposed,Private,,322 Spring St,Onondaga,Syracuse,-76.147762,43.067035,9500,3/17/2014,2013,Major Renovation Needed,,,009.-13-14.0
3.115E+25,Residential Improved,Compliance Monitoring,Private,,2001 Geddes St S,Onondaga,Syracuse,-76.174744,43.02766,24900,3/14/2014,2013,Major Renovation Needed,,,082.-01-32.0
3.115E+25,Residential Improved,Disposed,Private,,2201-03 Grant Blvd,Onondaga,Syracuse,-76.144724,43.07278,16000,3/17/2014,2013,Major Renovation Needed,,,010.-01-11.0
3.115E+25,Residential Vacant - Buildable,New,Land Bank,,100 Lime St,Onondaga,Syracuse,-76.094183,43.0528,,,2013,,,,034.-01-10.0
3.115E+25,Residential Vacant - Buildable,New,Land Bank,,901 Northway St,Onondaga,Syracuse,-76.092216,43.05307,,,2013,,,,034.-03-17.0
3.115E+25,Residential Vacant - Buildable,New,Land Bank,,905 Northway St,Onondaga,Syracuse,-76.092018,43.053082,,,2013,,,,034.-03-16.0
3.115E+25,Residential Vacant - Buildable,New,Land Bank,,1337 Butternut St,Onondaga,Syracuse,-76.143509,43.070629,,,2013,,Land Banking,Site Assembly - Land Bank,010.-19-28.0
3.115E+25,Residential Vacant - Nonbuildable,New,Land Bank,,1416 Butternut St,Onondaga,Syracuse,-76.142479,43.071789,,,2013,Unimproved,Demolitions,CNY AP - SIDA funds #1,010.-04-17.0
3.115E+25,Residential Vacant - Nonbuildable,New,Land Bank,,1414 Butternut St,Onondaga,Syracuse,-76.142479,43.071678,,,2013,Unimproved,Demolitions,CNY AP - SIDA funds #1,010.-04-16.0
3.115E+25,Residential Improved,New,Land Bank,,1121 Butternut St,Onondaga,Syracuse,-76.143651,43.066211,,,2013,Minor Renovation Needed,Land Banking,Site Assembly - Land Bank,009.-21-28.0
3.115E+25,Residential Improved,Disposed,Private,,150 Culbert St,Onondaga,Syracuse,-76.149277,43.072441,1998.45,6/6/2014,2013,Minor Renovation Needed,AG Grant,Confirmed for AG funded renovation,006.-12-22.0
3.115E+25,Residential Improved,Target,,,160 Seeley Ave,Onondaga,Syracuse,-76.14529,43.002161,,,,,,,071.-20-23.0
3.115E+25,Residential Vacant - Buildable,Target,,,158 Seeley Ave,Onondaga,Syracuse,-76.145119,43.002312,,,,,,,071.-20-22.0
3.115E+25,Commercial Vacant,Disposed,Private,,1204 Butternut St,Onondaga,Syracuse,-76.143021,43.066631,151,11/19/2015,2013,Unimproved,Demolitions,CNY AP - SIDA funds #1,010.-28-28.0
3.115E+25,Commercial Improved,Compliance Monitoring,Private,,4715 Salina St S,Onondaga,Syracuse,-76.142521,43.001576,14000,9/22/2015,2015,Major Renovation Needed,,,071.-17-19.0
3.115E+25,Residential Improved,Target,,,106 Culbert St,Onondaga,Syracuse,-76.15065,43.070599,,,,,,,006.-12-01.0
3.115E+25,Residential Vacant - Buildable,New,Land Bank,,121 Anderson Ave,Onondaga,Syracuse,-76.1437,43.00771,,,2013,Unimproved,Demolitions,CNY AP - SIDA funds #1,072.-10-14.0
3.115E+25,Residential Improved,Disposed,Private,,2521 Bellevue Ave,Onondaga,Syracuse,-76.19441,43.028622,15000,5/30/2014,2013,Major Renovation Needed,,,090.-05-05.0
3.115E+25,Residential Improved,Disposed,Private,,132 Bennington Dr,Onondaga,Syracuse,-76.140625,43.011731,2633.89,4/21/2014,2013,Minor Renovation Needed,AG Grant,Confirmed for AG funded renovation,072.-04-05.0
3.115E+25,Residential Improved,Target,,,1114 Butternut St,Onondaga,Syracuse,-76.143117,43.065815,,,,,,,015.-01-49.0
3.115E+25,Residential Improved,New,Land Bank,,1117 Butternut St,Onondaga,Syracuse,-76.143654,43.066107,,,2013,Major Renovation Needed,Land Banking,Site Assembly - Land Bank,009.-21-30.0
3.115E+25,Residential Vacant - Nonbuildable,New,Land Bank,,1230 Butternut St,Onondaga,Syracuse,-76.142883,43.067909,,,2013,Unimproved,Demolitions,CNY AP - SIDA funds #1,010.-28-40.0
3.115E+25,Residential Improved,New,Land Bank,,1236 Butternut St,Onondaga,Syracuse,-76.143107,43.068219,,,2013,Minor Renovation Needed,Land Banking,Site Assembly - Land Bank,010.-28-42.0
3.115E+25,Residential Improved,New,Land Bank,,1123 Butternut St,Onondaga,Syracuse,-76.143587,43.066289,,,2013,Major Renovation Needed,Land Banking,Site Assembly - Land Bank,009.-21-27.0
3.115E+25,Residential Improved,Disposed,Private,,364 Clairmonte Ave,Onondaga,Syracuse,-76.169325,43.028377,2500,4/10/2015,2014,Minor Renovation Needed,AG Grant,Confirmed for AG funded renovation,087.-13-16.0
3.115E+25,Residential Improved,Disposed,Private,,257 Collingwood Ave S,Onondaga,Syracuse,-76.107007,43.064627,46000,1/17/2014,2013,Minor Renovation Needed,,,024.-24-22.0
3.115E+25,Residential Improved,Disposed,Private,,113 Culbert St,Onondaga,Syracuse,-76.151009,43.071129,17000,6/10/2014,2013,Major Renovation Needed,,,006.-13-64.0
3.115E+25,Residential Improved,Target,,,137 Culbert St,Onondaga,Syracuse,-76.150299,43.072079,,,,,,,006.-13-52.0
3.115E+25,Residential Vacant - Nonbuildable,New,Land Bank,,165 Culbert St,Onondaga,Syracuse,-76.14946,43.073189,,,2013,Unimproved,Demolitions,AG Demo Funds #1,006.-13-38.0
3.115E+25,Residential Improved,Compliance Monitoring,Private,,318 Curtis St,Onondaga,Syracuse,-76.146988,43.068291,18900,12/19/2014,2013,Minor Renovation Needed,,,009.-12-01.0
3.115E+25,Residential Improved,Disposed,Private,,303 Curtis St,Onondaga,Syracuse,-76.147748,43.068183,34500,3/17/2014,2013,Minor Renovation Needed,,,009.-11-10.0
3.115E+25,Residential Improved,Disposed,Private,,141 Dawes Ave,Onondaga,Syracuse,-76.144432,43.008581,1022.94,4/21/2014,2013,Minor Renovation Needed,AG Grant,Confirmed for AG funded renovation,072.-11-14.0
3.115E+25,Residential Improved,Disposition in Process,Land Bank,,118 Delong Ave,Onondaga,Syracuse,-76.149349,43.070954,13900,,2013,Minor Renovation Needed,,,006.-12-65.0
3.115E+25,Residential Vacant - Nonbuildable,New,Land Bank,,129 Delong Ave,Onondaga,Syracuse,-76.149544,43.071449,,,2013,,Vacant Land Uses,ASLF Forested,006.-12-81.0
3.115E+25,Residential Improved,Target,,,141 Delong Ave,Onondaga,Syracuse,-76.149116,43.07201,,,,,,,006.-12-75.0
3.115E+25,Residential Improved,Target,,,241 Fayette Blvd,Onondaga,Syracuse,-76.098419,43.049419,,,,,,,035.-05-15.0
3.115E+25,Residential Improved,Target,,,253 Fayette Blvd,Onondaga,Syracuse,-76.09819,43.049438,,,,,,,035.-05-14.0
3.115E+25,Residential Improved,Target,,,200 Fayette Blvd,Onondaga,Syracuse,-76.09993,43.048882,,,,,,,038.-04-01.0
3.115E+25,Residential Improved,Disposed,Private,,807 First North St,Onondaga,Syracuse,-76.151138,43.06995,2500,4/10/2015,2014,Minor Renovation Needed,AG Grant,Confirmed for AG funded renovation,007.-24-10.0
3.115E+25,Residential Improved,Target,,,343 Florence Ave E,Onondaga,Syracuse,-76.13916,43.00737,,,,,,,071.-02-13.0
3.115E+25,Residential Improved,Disposed,Private,,350 Garfield Ave,Onondaga,Syracuse,-76.142113,43.026878,3287.48,6/23/2014,2013,Major Renovation Needed,AG Grant,Confirmed for AG funded renovation,084.-12-14.0
3.115E+25,Residential Improved,Disposed,Private,,313 Glen Ave E,Onondaga,Syracuse,-76.139862,43.005779,2746.88,6/6/2014,2013,Major Renovation Needed,AG Grant,Confirmed for AG funded renovation,071.-05-16.0
3.115E+25,Residential Improved,Disposed,Private,,615 Glenwood Ave,Onondaga,Syracuse,-76.169823,43.019451,3500,3/6/2015,2013,Minor Renovation Needed,AG Grant,Confirmed for AG funded renovation,080.-11-50.0
3.115E+25,Residential Improved,Target,,,185 Harwood Ave,Onondaga,Syracuse,-76.100319,43.048531,,,,,,,038.-03-19.0
3.115E+25,Residential Improved,Target,,,204 Hazelwood Ave,Onondaga,Syracuse,-76.103111,43.051109,,,,,,,035.-02-18.0
3.115E+25,Residential Improved,New,Land Bank,,228 Hazelwood Ave,Onondaga,Syracuse,-76.101318,43.051201,,,2013,Minor Renovation Needed,,,035.-02-30.0
3.115E+25,Residential Improved,Compliance Monitoring,Private,,207 Herbert St,Onondaga,Syracuse,-76.149094,43.067928,13000,7/18/2014,2013,Major Renovation Needed,,,009.-09-11.0
3.115E+25,Residential Improved,Disposed,Private,,211 Herbert St,Onondaga,Syracuse,-76.148949,43.068119,2544.31,8/13/2014,2013,Minor Renovation Needed,AG Grant,Confirmed for AG funded renovation,009.-09-09.0
3.115E+25,Residential Improved,Disposed,Private,,307 Herbert St,Onondaga,Syracuse,-76.148452,43.068684,996.21,4/21/2014,2013,Minor Renovation Needed,AG Grant,Confirmed for AG funded renovation,009.-10-08.0
3.115E+25,Residential Vacant - Nonbuildable,Disposed,Private,,418 John St,Onondaga,Syracuse,-76.145477,43.066181,151,11/12/2015,2013,Unimproved,Demolitions,CNY AP - SIDA funds #1,009.-21-07.0
3.115E+25,Residential Improved,Target,,,124 Melbourne Ave,Onondaga,Syracuse,-76.096809,43.050072,,,,,,,034.-14-07.0
3.115E+25,Residential Improved,Disposed,Private,,3416 Midland Ave,Onondaga,Syracuse,-76.147679,43.006403,12515,3/31/2014,2013,Major Renovation Needed,,,070.-08-05.0
3.115E+25,Residential Improved,Target,,,3725 Midland Ave,Onondaga,Syracuse,-76.146629,43.002979,,,,,,,071.-23-24.0
3.115E+25,Residential Vacant - Buildable,New,Land Bank,,263 Mountainview Ave,Onondaga,Syracuse,-76.101288,43.050869,,,2013,Unimproved,Demolitions,CNY AP - SIDA funds #1,035.-02-04.0
3.115E+25,Residential Improved,Disposed,Private,,320 Mountainview Ave,Onondaga,Syracuse,-76.09932,43.05051,20000,9/5/2014,2014,Major Renovation Needed,,,035.-04-04.0
3.115E+25,Residential Improved,Target,,,724 Northway St,Onondaga,Syracuse,-76.094437,43.052448,,,,,,,034.-07-02.0
3.115E+25,Residential Vacant - Buildable,New,Land Bank,,229 Orlando Ave,Onondaga,Syracuse,-76.138931,43.002251,,,2014,,,,071.-13-14.0
3.115E+25,Residential Vacant - Buildable,New,Land Bank,,712 Pond St,Onondaga,Syracuse,-76.149239,43.068359,,,2013,Unimproved,Demolitions,CNY AP - SIDA funds #1,009.-09-07.0
3.115E+25,Residential Improved,Target,,,343 Randolph St,Onondaga,Syracuse,-76.14122,43.003342,,,,,,,071.-12-25.0
3.115E+25,Residential Improved,Target,,,123 Roney Rd,Onondaga,Syracuse,-76.141892,43.0028,,,,,,,071.-11-13.0
3.115E+25,Residential Improved,Compliance Monitoring,Private,,4518 Salina St S,Onondaga,Syracuse,-76.143257,43.00322,9000,6/26/2015,2013,Major Renovation Needed,,,071.-21-12.0
3.115E+25,Residential Improved,Compliance Monitoring,Private,,409 Seeley Rd,Onondaga,Syracuse,-76.103478,43.05019,27000,3/27/2015,2014,Minor Renovation Needed,AG Grant,Evaluate for AG Grant,035.-03-29.0
3.115E+25,Residential Improved,Compliance Monitoring,Private,,220 Walrath Rd,Onondaga,Syracuse,-76.139005,43.010713,6000,7/18/2014,2013,Minor Renovation Needed,,,072.-07-05.0
3.115E+25,Residential Improved,Disposed,Private,,108 Spring St,Onondaga,Syracuse,-76.143761,43.065411,7000,9/14/2015,2013,Major Renovation Needed,,,009.-21-37.0
3.115E+25,Residential Improved,Target,,,319 Warham St,Onondaga,Syracuse,-76.146057,43.071999,,,,,,,010.-21-07.0
3.115E+25,Residential Improved,New,Land Bank,,1229 Butternut St,Onondaga,Syracuse,-76.143623,43.06802,,,2013,Minor Renovation Needed,Land Banking,Site Assembly - Land Bank,010.-27-07.0
3.115E+25,Residential Improved,New,Land Bank,,1116 Butternut St,Onondaga,Syracuse,-76.142853,43.06591,,,2013,Major Renovation Needed,Land Banking,Site Assembly - Land Bank,015.-01-50.0
3.115E+25,Residential Improved,Target,,,137-39 Cumberland Ave,Onondaga,Syracuse,-76.112953,43.043781,,,,,,,037.-17-24.0
3.115E+25,Residential Improved,Compliance Monitoring,Private,,133 Delong Ave,Onondaga,Syracuse,-76.149342,43.071627,8000,3/11/2015,2013,Minor Renovation Needed,,,006.-12-79.0
3.115E+25,Residential Improved,Target,,,215 Glen Ave E,Onondaga,Syracuse,-76.141357,43.005741,,,,,,,071.-03-13.0
3.115E+25,Residential Improved,Disposed,Private,,224 Glen Ave W,Onondaga,Syracuse,-76.146927,43.005581,2812.51,6/6/2014,2013,Major Renovation Needed,AG Grant,Confirmed for AG funded renovation,071.-24-07.0
3.115E+25,Residential Improved,Disposed,Private,,2207 Grant Blvd,Onondaga,Syracuse,-76.14489,43.072739,16000,3/17/2014,2013,Major Renovation Needed,,,010.-01-10.0
3.115E+25,Residential Improved,Compliance Monitoring,Private,,101 Hobart Ave,Onondaga,Syracuse,-76.14109,43.01292,10000,8/26/2014,2013,Major Renovation Needed,,,072.-02-26.0
3.115E+25,Residential Improved,Compliance Monitoring,Private,,313-15 Randolph St,Onondaga,Syracuse,-76.141399,43.00393,7000,5/13/2015,2013,Major Renovation Needed,,,071.-12-29.0
3.115E+25,Residential Improved,Target,,,3616-18 Salina St S,Onondaga,Syracuse,-76.142189,43.01284,,,,,,,072.-01-33.0
3.115E+25,Residential Improved,Disposed,Private,,111 Spring St,Onondaga,Syracuse,-76.144211,43.06509,35000,7/22/2014,2013,Minor Renovation Needed,,,009.-22-13.0
3.115E+25,Residential Improved,Disposed,Private,,117 Spring St,Onondaga,Syracuse,-76.144653,43.06527,2000,10/24/2014,2013,Minor Renovation Needed,,,009.-22-10.0
3.115E+25,Residential Vacant - Buildable,New,Land Bank,,213 Cleveland Ave,Onondaga,Syracuse,-76.145683,43.070091,,,2013,,,,010.-20-41.0
3.115E+25,Residential Vacant - Buildable,New,Land Bank,,212 Crippen Ave,Onondaga,Syracuse,-76.144836,43.003941,,,2013,,,,071.-22-24.0
3.115E+25,Residential Vacant - Buildable,New,Land Bank,,410 Glen Ave E,Onondaga,Syracuse,-76.138153,43.00536,,,2013,,,,071.-14-01.0
3.115E+25,Residential Vacant - Buildable,New,Land Bank,,225 Hazelwood Ave,Onondaga,Syracuse,-76.1026,43.051609,,,2013,,,,035.-02-42.0
3.115E+25,Residential Vacant - Buildable,New,Land Bank,,229 Hazelwood Ave,Onondaga,Syracuse,-76.102409,43.05162,,,2013,,,,035.-02-41.0
3.115E+25,Residential Vacant - Buildable,New,Land Bank,,201-03 Hubbell Ave,Onondaga,Syracuse,-76.170158,43.031429,,,2013,,,,087.-04-31.0
3.115E+25,Residential Vacant - Buildable,New,Land Bank,,205 Hubbell Ave,Onondaga,Syracuse,-76.170151,43.031319,,,2013,,,,087.-04-30.1
3.115E+25,Residential Vacant - Buildable,New,Land Bank,,312 Onondaga Ave,Onondaga,Syracuse,-76.165077,43.03141,,,2013,,,,087.-06-10.0
3.115E+25,Residential Vacant - Buildable,New,Land Bank,,107 Polk St,Onondaga,Syracuse,-76.09375,43.05386,,,2013,,,,034.-02-13.0
3.115E+25,Residential Vacant - Buildable,Disposed,Private,,147 Ridgeway Ave,Onondaga,Syracuse,-76.105942,43.049648,200,6/12/2014,2013,,,,035.-01-58.1
3.115E+25,Residential Vacant - Buildable,New,Land Bank,,3808 Salina St S,Onondaga,Syracuse,-76.142433,43.011311,,,2013,,,,072.-15-26.0
3.115E+25,Residential Vacant - Buildable,New,Land Bank,,121 Stinard Ave,Onondaga,Syracuse,-76.173729,43.032268,,,2013,,,,087.-02-18.0
3.115E+25,Residential Improved,Target,,,413 Seeley Rd,Onondaga,Syracuse,-76.103478,43.050079,,,,,,,035.-03-28.0
3.115E+25,Residential Improved,New,Land Bank,,1120 Butternut St,Onondaga,Syracuse,-76.143028,43.066101,,,2013,Major Renovation Needed,Land Banking,Site Assembly - Land Bank,015.-01-52.0
3.115E+25,Residential Improved,Disposed,Private,,217 Ferndale Dr,Onondaga,Syracuse,-76.145747,43.004872,1619.79,6/17/2014,2013,Minor Renovation Needed,AG Grant,Confirmed for AG funded renovation,071.-22-33.0
3.115E+25,Commercial Improved,Compliance Monitoring,Private,,1828 Butternut St & Briggs St,Onondaga,Syracuse,-76.142489,43.076372,20000,2/6/2015,2013,Minor Renovation Needed,,,011.-01-40.0
3.115E+25,Residential Improved,Compliance Monitoring,Private,,1811 Butternut St To Dale St,Onondaga,Syracuse,-76.142959,43.07567,13000,8/15/2014,2013,Major Renovation Needed,,,005.-04-09.0
3.115E+25,Residential Improved,Disposed,Private,,130 Darlington Rd,Onondaga,Syracuse,-76.135999,43.073348,25900,12/19/2014,2013,Minor Renovation Needed,,,012.-10-20.0
3.115E+25,Residential Improved,Disposed,Private,,537 Dewitt St & Rugby Rd,Onondaga,Syracuse,-76.134427,43.066822,80000,11/14/2014,2013,Minor Renovation Needed,,,014.-04-01.0
3.115E+25,Commercial Improved,Disposed,Private,,422 Division St E & Mc Bride,Onondaga,Syracuse,-76.15082,43.061321,48000,5/29/2014,2013,Minor Renovation Needed,,,008.-12-06.0
3.115E+25,Residential Vacant - Buildable,Disposed,Private,,423 Elliott St,Onondaga,Syracuse,-76.176277,43.03463,800,2/12/2016,2013,Unimproved,Demolitions,AG Demo Funds #1,092.-24-05.0
3.115E+25,Residential Vacant - Nonbuildable,New,Land Bank,,427 Elliott St,Onondaga,Syracuse,-76.176588,43.034733,,,2013,Unimproved,Demolitions,AG Demo Funds #2,092.-24-03.0
3.115E+25,Residential Improved,Disposed,Private,,132 Fenton St & Cadwell St,Onondaga,Syracuse,-76.175493,43.038792,2452.65,4/21/2014,2013,Major Renovation Needed,AG Grant,Confirmed for AG funded renovation,092.-02-19.0
3.115E+25,Residential Vacant - Nonbuildable,Disposed,Private,,324 Fitch St,Onondaga,Syracuse,-76.174599,43.038189,151,9/26/2014,2013,Unimproved,Demolitions,CNY AP - SIDA funds #1,092.-03-18.0
3.115E+25,Residential Vacant - Nonbuildable,New,Land Bank,,3 Fitch St Rear,Onondaga,Syracuse,-76.174867,43.037261,,,2013,Unimproved,Demolitions,CNY AP - SIDA funds #1,092.-27-22.0
3.115E+25,Residential Vacant - Buildable,Disposition in Process,Land Bank,,1336 Grant Blvd & Darlington R,Onondaga,Syracuse,-76.136019,43.072679,,,2013,,,,012.-10-15.0
3.115E+25,Residential Improved,Disposed,Private,,237 Harriette Ave,Onondaga,Syracuse,-76.130065,43.023111,34500,6/6/2014,2013,Major Renovation Needed,,,058.-14-14.0
3.115E+25,Residential Improved,Compliance Monitoring,Private,,107 Hartley St,Onondaga,Syracuse,-76.142677,43.068691,5000,11/12/2014,2013,Minor Renovation Needed,,,010.-17-06.0
3.115E+25,Residential Vacant - Buildable,New,Land Bank,,123 Hartson St,Onondaga,Syracuse,-76.176041,43.036362,,,2013,Demolition Candidate,Demolitions,CDBG - 2015,092.-26-05.0
3.115E+25,Residential Improved,Compliance Monitoring,Private,,1022 Highland St,Onondaga,Syracuse,-76.141481,43.067213,8000,9/23/2014,2013,Major Renovation Needed,,,010.-29-16.1
3.115E+25,Residential Vacant - Buildable,New,Land Bank,,943-45 Highland St & Knaul St,Onondaga,Syracuse,-76.141938,43.066298,,,2013,,,,015.-01-07.0
3.115E+25,Residential Vacant - Nonbuildable,New,Land Bank,,121 Knaul St & Highland St,Onondaga,Syracuse,-76.141916,43.0667,,,2013,,Vacant Land Uses,ASLF Forested,010.-28-18.0
3.115E+25,Residential Vacant - Buildable,Reserved,Land Bank,,913-15 Oak St,Onondaga,Syracuse,-76.13652,43.064781,,,2013,,Vacant Land Uses,Community Garden Lease,015.-05-18.0
3.115E+25,Residential Improved,Disposed,Private,,608 Park St,Onondaga,Syracuse,-76.142322,43.063181,20000,6/25/2014,2013,Minor Renovation Needed,,,015.-10-19.0
3.115E+25,Residential Vacant - Nonbuildable,Disposed,Private,,611 Park St,Onondaga,Syracuse,-76.142401,43.062683,151,4/4/2016,2013,Unimproved,Demolitions,AG Demo Funds #1,015.-11-10.0
3.115E+25,Commercial Improved,Disposed,Private,,108 Williams St,Onondaga,Syracuse,-76.187141,43.055019,1698.01,3/31/2014,2013,Minor Renovation Needed,,,112.-08-05.0
3.115E+25,Commercial Vacant,New,Land Bank,,924 Butternut St,Onondaga,Syracuse,-76.143051,43.063599,,,2013,,Land Banking,Site Assembly - Land Bank,015.-10-28.0
3.115E+25,Commercial Vacant,New,Land Bank,,926 Butternut St,Onondaga,Syracuse,-76.143021,43.06369,,,2013,,Land Banking,Site Assembly - Land Bank,015.-10-29.0
3.115E+25,Residential Vacant - Nonbuildable,New,Land Bank,,203 Cadwell St,Onondaga,Syracuse,-76.175339,43.03812,,,2013,Unimproved,Demolitions,CNY AP - SIDA funds #1,092.-03-24.0
3.115E+25,Residential Improved,Compliance Monitoring,Private,,125 Carbon St S & Highland St,Onondaga,Syracuse,-76.141744,43.064231,5000,11/12/2014,2013,Major Renovation Needed,,,015.-01-26.0
3.115E+25,Commercial Vacant,New,Land Bank,,206 Park St,Onondaga,Syracuse,-76.1357079,43.063486,,,2013,,,,019.-01-09.0
3.115E+25,Commercial Vacant,Disposed,Private,,1839 Butternut St,Onondaga,Syracuse,-76.143051,43.076382,1680,2/6/2015,2013,Unimproved,,,005.-04-03.0
3.115E+25,Residential Vacant - Buildable,New,Land Bank,,304 Arthur St,Onondaga,Syracuse,-76.177521,43.034538,,,2013,,,,091.-12-14.0
3.115E+25,Residential Vacant - Nonbuildable,Disposed,Private,,1 Cadwell Pl,Onondaga,Syracuse,-76.17504,43.037081,1,2/25/2015,2013,,,,092.-27-13.0
3.115E+25,Residential Vacant - Buildable,Reserved,Land Bank,,318-20 Cadwell St,Onondaga,Syracuse,-76.176041,43.037231,,,2013,,,,092.-27-09.0
3.115E+25,Residential Vacant - Buildable,Reserved,Land Bank,,322 Cadwell St,Onondaga,Syracuse,-76.176033,43.037109,,,2013,,,,092.-27-10.0
3.115E+25,Residential Vacant - Nonbuildable,New,Land Bank,,324 Cadwell St Rear,Onondaga,Syracuse,-76.176193,43.03698,,,2013,,,,092.-27-67.0
3.115E+25,Residential Vacant - Buildable,New,Land Bank,,108 Depalma Ave,Onondaga,Syracuse,-76.182548,43.037689,,,2013,,,,091.-02-02.6
3.115E+25,Residential Vacant - Buildable,New,Land Bank,,117 Depalma Ave,Onondaga,Syracuse,-76.181831,43.0378,,,2013,,,,091.-02-11.0
3.115E+25,Commercial Vacant,Disposed,Private,,110 Fenton St,Onondaga,Syracuse,-76.174263,43.039101,1500,4/3/2015,2013,,,,092.-02-14.0
3.115E+25,Residential Vacant - Nonbuildable,New,Land Bank,,133 Fenton St & Cadwell St,Onondaga,Syracuse,-76.175451,43.0384079,,,2013,,,,092.-03-01.0
3.115E+25,Residential Vacant - Buildable,New,Land Bank,,325 Fitch St,Onondaga,Syracuse,-76.17466,43.037682,,,2013,,,,092.-27-30.0
3.115E+25,Residential Vacant - Nonbuildable,New,Land Bank,,338 Fitch St,Onondaga,Syracuse,-76.175133,43.038139,,,2013,,Vacant Land Uses,ASLF Forested,092.-03-22.0
3.115E+25,Residential Vacant - Nonbuildable,Disposed,Private,,411 Fitch St,Onondaga,Syracuse,-76.176552,43.037609,500,4/2/2015,2013,,,,092.-27-04.0
3.115E+25,Residential Vacant - Nonbuildable,New,Land Bank,,1 Fitch St Rear,Onondaga,Syracuse,-76.17486483,43.03757946,,,2013,,,,092.-27-20.0
3.115E+25,Commercial Vacant,Disposed,Private,,207 Grand Ave,Onondaga,Syracuse,-76.174278,43.03931,1500,4/3/2015,2013,,,,092.-02-08.1
3.115E+25,Residential Vacant - Buildable,New,Land Bank,,420-22 Hartson St & Holden St,Onondaga,Syracuse,-76.180673,43.036565,,,2013,Unimproved,Vacant Land Uses,ASLF Forested,091.-03-27.0
3.115E+25,Residential Vacant - Buildable,Reserved,Land Bank,,305 Herriman St & Hartson St,Onondaga,Syracuse,-76.176845,43.0362579,,,2013,,Vacant Land Uses,ASLF Forested,092.-26-01.0
3.115E+25,Residential Vacant - Nonbuildable,New,Land Bank,,414 Hillsboro Pkwy,Onondaga,Syracuse,-76.086777,43.040329,,,2013,,,,041.-04-08.0
3.115E+25,Residential Vacant - Nonbuildable,Reserved,Land Bank,,124 Hoefler St,Onondaga,Syracuse,-76.180122,43.037369,,,2013,Unimproved,Demolitions,CNY AP - SIDA funds #1,091.-03-16.0
3.115E+25,Residential Vacant - Buildable,Reserved,Land Bank,,125 Hoefler St,Onondaga,Syracuse,-76.179413,43.037312,,,2013,,,,091.-04-29.0
3.115E+25,Residential Vacant - Nonbuildable,New,Land Bank,,311 Hoefler St,Onondaga,Syracuse,-76.17923,43.035198,,,2013,,,,091.-11-33.0
3.115E+25,Residential Vacant - Buildable,New,Land Bank,,319 Hoefler St,Onondaga,Syracuse,-76.179222,43.034962,,,2013,,,,091.-11-31.0
3.115E+25,Residential Vacant - Buildable,New,Land Bank,,1333-35 Onondaga St W,Onondaga,Syracuse,-76.176224,43.0336,,,2013,,,,092.-23-05.0
3.115E+25,Residential Improved,Disposed,Private,,1334-36 Onondaga St W,Onondaga,Syracuse,-76.176261,43.034127,5000,7/1/2014,2013,Major Renovation Needed,,,092.-24-27.0
3.115E+25,Residential Improved,Disposed,Private,,1510 Onondaga St W,Onondaga,Syracuse,-76.178833,43.034088,2200,4/10/2015,2013,Major Renovation Needed,,,091.-11-21.0
3.115E+25,Residential Improved,Disposed,Private,,1522-24 Onondaga St W,Onondaga,Syracuse,-76.179321,43.03408,17000,6/26/2014,2013,Major Renovation Needed,,,091.-11-24.0
3.115E+25,Residential Vacant - Nonbuildable,New,Land Bank,,1400-04 Onondaga St W & Arthur St,Onondaga,Syracuse,-76.177353,43.034011,,,2013,,,,091.-12-20.0
3.115E+25,Residential Vacant - Buildable,New,Land Bank,,310 1/2 Rowland St,Onondaga,Syracuse,-76.175041,43.036129,,,2013,,,,092.-26-24.0
3.115E+25,Residential Vacant - Nonbuildable,New,Land Bank,,328 Rowland St,Onondaga,Syracuse,-76.17646,43.03606,,,2013,Unimproved,Demolitions,AG Demo Funds #2,092.-26-33.0
3.115E+25,Residential Improved,New,Land Bank,,328 1/2 Rowland St,Onondaga,Syracuse,-76.17646,43.03606,,,2013,Major Renovation Needed,,,092.-26-34.0
3.115E+25,Residential Vacant - Nonbuildable,New,Land Bank,,511 Rowland St,Onondaga,Syracuse,-76.179321,43.03542,,,2013,Unimproved,Demolitions,CNY AP - SIDA funds #1,091.-11-02.0
3.115E+25,Residential Improved,Disposed,Private,,600 Rowland St & Hoefler St,Onondaga,Syracuse,-76.179841,43.035905,21520,10/8/2015,2013,Minor Renovation Needed,,,091.-08-06.0
3.115E+25,Residential Vacant - Buildable,New,Land Bank,,621 Seymour St,Onondaga,Syracuse,-76.173554,43.041538,,,2013,,,,097.-18-11.12
